time	V(Reset,R-PI_GND)	V(pulse)	V(reset)	V(vl)
6.019460970154406e-002	3.306678e+000	0.000000e+000	-4.535489e+001	1.902852e+001
6.028643491429518e-002	3.304685e+000	0.000000e+000	-3.633578e+001	2.796675e+001
6.037826012704629e-002	3.302706e+000	0.000000e+000	-2.736182e+001	3.687803e+001
6.047008533979741e-002	3.300739e+000	0.000000e+000	-1.843299e+001	4.576234e+001
6.056191055254852e-002	3.298786e+000	0.000000e+000	-9.549298e+000	5.461970e+001
6.065373576529964e-002	3.296846e+000	0.000000e+000	-7.107478e-001	6.345010e+001
6.067907625427844e-002	3.296306e+000	0.000000e+000	1.711576e+000	6.587326e+001
6.070441674325723e-002	3.295767e+000	0.000000e+000	4.127999e+000	6.829185e+001
6.072975723223602e-002	3.295228e+000	0.000000e+000	6.538520e+000	7.070589e+001
6.075509772121483e-002	3.294690e+000	0.000000e+000	8.943141e+000	7.311537e+001
6.078043821019362e-002	3.294152e+000	0.000000e+000	1.134186e+001	7.552029e+001
6.080577869917241e-002	3.293615e+000	0.000000e+000	1.373468e+001	7.792066e+001
6.083111918815121e-002	3.293078e+000	0.000000e+000	1.612159e+001	8.031647e+001
6.097607768424496e-002	3.290100e+000	0.000000e+000	2.971104e+001	9.398453e+001
6.112103618033871e-002	3.287180e+000	0.000000e+000	4.299716e+001	1.073898e+002
6.126599467643246e-002	3.284318e+000	0.000000e+000	5.597995e+001	1.205323e+002
6.141095317252621e-002	3.281515e+000	0.000000e+000	6.865942e+001	1.334121e+002
6.155591166861996e-002	3.278769e+000	0.000000e+000	8.103556e+001	1.460291e+002
6.170087016471371e-002	3.276082e+000	0.000000e+000	9.310838e+001	1.583833e+002
6.184582866080746e-002	3.273453e+000	0.000000e+000	1.048779e+002	1.704748e+002
6.193547404654964e-002	3.272003e+000	0.000000e+000	1.119232e+002	1.777361e+002
6.223656265215790e-002	3.266906e+000	0.000000e+000	1.347461e+002	2.014161e+002
6.253765125776616e-002	3.262302e+000	0.000000e+000	1.552557e+002	2.228902e+002
6.283873986337442e-002	3.258189e+000	0.000000e+000	1.734519e+002	2.421585e+002
6.313982846898268e-002	3.254568e+000	0.000000e+000	1.893348e+002	2.592209e+002
6.344091707459094e-002	3.251440e+000	0.000000e+000	2.029043e+002	2.740775e+002
6.374200568019919e-002	3.248803e+000	0.000000e+000	2.141605e+002	2.867281e+002
6.404309428580746e-002	3.246658e+000	0.000000e+000	2.231034e+002	2.971730e+002
6.445399167699049e-002	3.241317e+000	0.000000e+000	2.300233e+002	3.063057e+002
6.486488906817353e-002	3.238361e+000	0.000000e+000	2.320361e+002	3.104459e+002
6.527578645935657e-002	3.237793e+000	0.000000e+000	2.291418e+002	3.095935e+002
6.568668385053959e-002	3.239611e+000	0.000000e+000	2.213405e+002	3.037484e+002
6.609758124172263e-002	3.243815e+000	0.000000e+000	2.086322e+002	2.929108e+002
6.650847863290567e-002	3.250406e+000	0.000000e+000	1.910167e+002	2.770805e+002
6.691937602408871e-002	3.259384e+000	0.000000e+000	1.684943e+002	2.562576e+002
6.713299907096371e-002	3.262358e+000	0.000000e+000	1.551330e+002	2.436680e+002
6.734662211783871e-002	3.265515e+000	0.000000e+000	1.409185e+002	2.301495e+002
6.756024516471371e-002	3.268854e+000	0.000000e+000	1.258508e+002	2.157020e+002
6.777386821158871e-002	3.272375e+000	0.000000e+000	1.099300e+002	2.003256e+002
6.798749125846371e-002	3.276079e+000	0.000000e+000	9.315589e+001	1.840202e+002
6.820111430533871e-002	3.279966e+000	0.000000e+000	7.552862e+001	1.667858e+002
6.841473735221371e-002	3.284035e+000	0.000000e+000	5.704815e+001	1.486226e+002
6.849866069205746e-002	3.285684e+000	0.000000e+000	4.968027e+001	1.413522e+002
6.858258403190121e-002	3.287342e+000	0.000000e+000	4.224116e+001	1.339966e+002
6.866650737174496e-002	3.289009e+000	0.000000e+000	3.473082e+001	1.265556e+002
6.875043071158871e-002	3.290686e+000	0.000000e+000	2.714923e+001	1.190294e+002
6.883435405143246e-002	3.292372e+000	0.000000e+000	1.949641e+001	1.114179e+002
6.891827739127621e-002	3.294068e+000	0.000000e+000	1.177234e+001	1.037210e+002
6.900220073111996e-002	3.295773e+000	0.000000e+000	3.977043e+000	9.593886e+001
6.901173747428402e-002	3.296008e+000	0.000000e+000	3.089379e+000	9.505175e+001
6.904089266052844e-002	3.296604e+000	0.000000e+000	3.708557e-001	9.233374e+001
6.907004784677286e-002	3.297201e+000	0.000000e+000	-2.353080e+000	8.960856e+001
6.909920303301728e-002	3.297799e+000	0.000000e+000	-5.082427e+000	8.687620e+001
6.912835821926169e-002	3.298398e+000	0.000000e+000	-7.817187e+000	8.413667e+001
6.915751340550612e-002	3.298998e+000	0.000000e+000	-1.055736e+001	8.138997e+001
6.918666859175053e-002	3.299599e+000	0.000000e+000	-1.330294e+001	7.863610e+001
6.921582377799496e-002	3.300201e+000	0.000000e+000	-1.605394e+001	7.587505e+001
6.957631266959652e-002	3.307789e+000	0.000000e+000	-5.036705e+001	4.129044e+001
6.963544047721371e-002	3.309044e+000	0.000000e+000	-5.603638e+001	3.555046e+001
6.969456828483089e-002	3.310298e+000	0.000000e+000	-6.170561e+001	2.980316e+001
6.975369609244808e-002	3.311553e+000	0.000000e+000	-6.737474e+001	2.404857e+001
6.981282390006527e-002	3.312806e+000	0.000000e+000	-7.304378e+001	1.828667e+001
6.987195170768246e-002	3.314060e+000	0.000000e+000	-7.871272e+001	1.251747e+001
6.993107951529964e-002	3.315313e+000	0.000000e+000	-8.438157e+001	6.740973e+000
6.999020732291683e-002	3.316566e+000	0.000000e+000	-9.005032e+001	9.571677e-001
6.999783671744808e-002	3.530029e+000	0.000000e+000	-9.056736e+001	4.247794e-001
7.001309550651058e-002	3.387222e+000	0.000000e+000	-9.089101e+001	7.048221e-002
7.004361308463558e-002	3.316711e+000	0.000000e+000	-9.090030e+001	0.000000e+000
7.146050064043916e-002	3.310560e+000	0.000000e+000	-8.811486e+001	0.000000e+000
7.287738819624273e-002	3.306273e+000	0.000000e+000	-8.540730e+001	0.000000e+000
7.429427575204629e-002	3.303850e+000	0.000000e+000	-8.277763e+001	0.000000e+000
7.571116330784987e-002	3.303291e+000	0.000000e+000	-8.022585e+001	0.000000e+000
7.712805086365344e-002	3.304595e+000	0.000000e+000	-7.775195e+001	0.000000e+000
7.854493841945701e-002	3.307764e+000	0.000000e+000	-7.535594e+001	0.000000e+000
7.996182597526058e-002	3.312798e+000	0.000000e+000	-7.303782e+001	0.000000e+000
7.997708476432308e-002	3.436569e+000	0.000000e+000	-7.288947e+001	1.238464e-001
8.000760234244808e-002	3.536469e+000	0.000000e+000	-7.199759e+001	9.670577e-001
8.001523173697933e-002	3.312454e+000	0.000000e+000	-7.146386e+001	1.488796e+000
